1332,"PROMCODE (PROject Management for COntracted DElivery) is an innovative research consortium to change the way of project management on the resource-oriented services platform. It was launched by Nanzan University and six major Japanese IT companies including Fujitsu, Hitachi, IBM, NEC, Nomura Research Institute, and NTT DATA in May, 2012. Since then, we have developed a common data model to exchange project management data across organizational boundaries along with software supply chains, and supporting service platform to facilitate the data exchange. This article reports on the resource-oriented service model based on a common data model. We also developed a resource-oriented platform for exchanging data based on the OSLC (Open Services for Lifecycle Collaboration), an open standard for tool chain compliant to Web standards, namely RDF/Linked Data and RESTful Web services. To study the feasibility of the developed technologies, we, six companies, conducted intensive experience with real project management data. We discuss the effectiveness of the developed technologies and lessons learned from the experiences."
1333,"Although EDI (electronic data interchange) have provided a useful method to the automated message interchanging between enterprises, this method costs a lot of money and resources, there is a new technology named ebXML (electronic business using eXtensible Markup Language) BPSS (business process specification schema) which provides a more easy way to integrate the whole business process. EbXML BPSS supports the specification of the set of elements required to configure a runtime system in order to execute a set of ebXML business transactions. EbXML BPSS describes which message should be interchanged and how to interchange, and provides a set of specification for the process automation. In this study, we propose a federated multi-agents system, which can implement the business process, and describe a detailed mechanism to apply the BPS to a prototype implementation."
1335,"Emerging Internet of Things(IoT) applications are moving from silo and small scale sensor data sharing to composite and large scale ones. With the rapid growth of application scale, IoT applications is going to leverage cloud infrastructure for scalable solutions and real-time services. Thus large volumes of heterogeneous and high frequency sensor data are fed into IoT cloud services for real-time actionable insight, which raises great challenges of performance and adaptability on cloud solutions. In this paper, we propose a streaming based processing infrastructure for high throughput and low latency IoT real-time analytics services. A data adaptive mechanism is also introduced for heterogeneous data stream integration, interpreting and processing with application logics, as well as context stream. We implemented the proposed mechanisms with spark streaming, and deployed real time IoT analytics service in cloud. Experiment results show that the service has a good scalability and high throughput for IoT data analytics."
1336,"Analyzing interactions among peers that interact via messages is a crucial problem due to increasingly distributed nature of current software systems, especially the ones built using the service oriented computing paradigm. In service oriented computing, interactions among peers participating to a composite service involve message exchanges across organizational boundaries in a distributed computing environment. In order to build such systems in a reliable manner, it is necessary to develop techniques for analysis and verification of interactions among services. Collaboration diagrams provide a convenient visual model for modeling service interactions. In this paper, we present a tool that (1) checks the realizability of interactions specified by the given collaboration diagram, (2) verifies the LTL properties of the interactions specified by the given collaboration diagram by automatically converting it to a state machine model, and (3) synthesizes peer state machines that realize the set of interactions specified by the given collaboration diagram."
1337,"In today's global economy, companies are challenged to become more efficient and agile in the face of increased transparency in their supply chains and rising compliance requirements. In addition, IT hardware continues to increase in price and performance resulting in more information storage, processing capabilities and network throughput. In fact, by the year 2010 we could see over 100 cores per server with multiple terabytes of memory."
1338,"Search results in technical forums are typically keyword based. The relevance of a link is usually gauged by closest content match. However, it has been shown in literature that users' click behavior is an integral part of deciding the relevance of a search result. Moreover, it is not just the number of clicks that matter, but time spent on a clicked link, order in which the links were clicked etc. also play an important role in the relevance decision. In this paper, we have developed a service that analyzes the click logs of searches performed in the technical forums and learns the new relevance scores for the search results with respect to a query. The computation model for relevance is an optimization problem, the constraints for which have been designed based on real user behavior study. We ingested StackOverflow data for few domains and designed a QA style search to carry out the study. We have developed heuristics to solve the optimization problem and have validated the relevance model using user behavior simulations. The relevance model is shown to yield efficient, robust and effective rank order using DCG (discounted cumulative gains) and stability metrics."
1339,"Business-to-business will be a considerable market in the near future of Internet e-business. In this future market, several providers need to be able to integrate or exchange information in providing a global service. The problem that we want to tackle in this paper is related to the existing information sources in the current Internet environment. That is how to integrate existing Web sites each other to become a new Internet service. The difficulty comes from a historical objective. Internet Web sites were developed for human users browsing and so, they do not support machine-understandable as well as interprovider interaction. To overcome this gap, we need a framework to systematically migrate the existing presentation-oriented Web sites to service-oriented one. Evidently, redeveloping all of them is an unacceptable solution. In this paper, we propose a mechanism of Web service gateway in which existing Web sites are wrapped by several Web service wrappers. Thus, without any efforts to duplicate the Web sites code, these services inherit all features from the sites while can be enriched with other Web Service features like UDDI publishing, semantic describing, etc. As a consequence, they can be easily integrated to each other in a business-to-business schema to provide a more valuable service for users. This Web service gateway was developed in Toshiba with Web Service Generator, allowing to automatically generate Web service wrappers. By using this system, several ""real"" Web services were generated and made available for use. The Web service gateway and these services are also presented and evaluated in this paper."
1340,"Composing a set of Web services as a service process is becoming a common practice, but it involves multiple service invocations over the network, which incurs a huge time cost. To accelerate its execution, we propose an engine-side block-based service process caching strategy (BPCS). It is based on, and derives its advantages from, three key ideas. First, the invocation of Web service embodies semantics which enables the application of semantic-based caching. Second, cachable blocks are identified from a service process and each block is equiped with a separate cache so that the time overhead of service invocation and caching can be minimized. Third, a replacement strategy is introduced taking into account time and space factors to manage the space allocation for a process with multiple caches. The algorithms and methods used in BPCS are introduced in detail. Finally, BPCS is validated with a detailed performance study on real service processes and Web services via comparison experiments, which shows considerable improvements of BPCS over other strategies."
1341,"A critical aspect for pervasive computing is the possibility to discover and use process knowledge at run time depending on the specific context. This can be achieved by using an underlying service-based application and exploiting its features in terms of dynamic service discovery, selection, and composition. Pervasive process fragments represent a service-based tool that allows to model incomplete and contextual knowledge. We provide a solution to automatically compose such fragments into complete processes, according to a specific context and specific goals. We compute the solution by encoding process knowledge, domain knowledge and goals into an AI planning problem. We evaluate our approach on different scenarios stress testing the main characteristics of pervasive process fragments."
1342,"We investigate scalable algorithms for automated composition (WSC) of Semantic Web Services. Our notion of WSC is very general: the composition semantics includes background knowledge and we use the most general notion of matching, partial matches, where several web services can cooperate, each covering only a part of a requirement. Unsurprisingly, automatic composition in this setting is very hard. We identify a special case with simpler semantics, which covers many relevant scenarios. We develop a composition tool for this special case. Our goal is to achieve scalability: we overcome large search spaces by guiding the search using heuristic techniques. The computed solutions are optimal up to a constant factor. We test our approach on a simple, yet powerful real world use-case; the initial results attest the potential of the approach."
1343,"This intense and unique tutorial provides a direct, step-by-step walkthrough of the key factors and considerations for migrating an organization from its current state to a service-oriented architecture. It discusses key areas of concern that should be addressed in this transformation process from current to future state. The identification, modeling and design of appropriate services at a proper level of granularity that are business aligned and leverage IT systems is a key issue addressed by a Service-oriented Analysis and Design. Thus, in the second part of this tutorial we provide a step-by-step introduction to Service-oriented Analysis and Design using the SOMA (service-oriented modeling and architecture) method [1]. Using this method in conjunction with key web services standards and tools, we present a set of concrete process steps that lead to the realization of an SOA."
1344,"The goal of this paper is to formalize various processing approaches to the process of verification of the web services integrity and to show its vulnerability to many attacks. After introducing the necessary terminology, several processing approaches are particularized and its security drawbacks concerning notably XML Signature W3C Recommendation are divided into several areas, analyzed, and the solutions are described and compared. If the solution of the particular problem does not exist, or is not yet fully standardized, it is marked as an open problem and the solution is proposed."
1345,"An important challenge in today's software development domain is to integrate diverse development tools. In this paper we present a method that combine various modeling languages which underline a set of steps for the purpose of specifying tool integration, and then establish tool chains above the Service cloud and provide these tools as Services. A case study from the embedded system development area is used to exemplify the method, highlighting the benefits and challenges of establishing tool chains above the service cloud."
1346,"Web services search and discovery systems have received a great deal of attention recently. However, little attention has been given to a Web services filtering system. In this paper, we propose a design and architecture of a semantic Web services filtering system called SWFilter. SWFilter uses Prufer sequences transformed from Web services and user queries. The filtering process is performed in a bottom-up manner. Ontology information and compositions of Web services are also considered in the filtering process."
1347,"Context-Aware Recommender System (CARS) aims to not only recommend services similar to those already rated with the highest score, but also provide opportunities for exploring the important role of temporal, spatial and social contexts for personalized web services recommendation. A key step for temporal-based CARS methods is to explore the time decay process of past invocation records to make the Quality of Services (QoS) prediction. However, it is a nontrivial task to model the temporal effects on web services recommendation, due to the dynamic features of contextual information in view of temporal spatial correlations. For instance, in location-aware services recommendation, the user's geographical position would change very frequently as time goes on. In this paper, we propose a Context-Aware Services Recommendation based on Temporal Effectiveness (CASR-TE) method. Inspired by existing time decay approaches, we first present an enhanced temporal decay model combining the time decay function with traditional similarity measurement methods. Then, we model temporal spatial correlations as well as their impacts on the user preference expansion. Finally, we evaluate the CASR-TE method on WS-Dream dataset by evaluation matrices of both RMSE and MAE. Experimental results show that our approach outperforms several benchmark methods with a significant margin."
1348,"Web service composition, i.e., WSC, has emerged as a promising way to integrate various distributed computing resources for complex application requirements. However, much computation time is needed to determine the optimal composite solution, which embarrasses the popularity of WSC in actual real time applications. In view of this challenge, in this paper, a heuristic service composition method, named LOEM (Local Optimization and Enumeration Method, LOEM), is proposed. It aims at filtering the candidates of each task to a small number of promising ones by local selection, and then enumerates all the composite solutions to pursue a near-to-optimal one. The experiment results demonstrate the feasibility of LOEM in dealing with the WSC problems."
1349,"In this paper, we characterize the problem of how to synthesize a reliable service mediator that can guarantee reliable interaction of the mediated Web services. We first present formal models of reliable protocols for Web services and service mediators. Then, we introduce an algorithm for synthesizing reliable service mediators."
1350,"Previews of web links are typically generated based on the metadata captured from the URL content. Sometimes, the preview sentences are extracted by means of content summarization. Such web link previews can be seen in different apps like the web browser, chat app, messaging or email apps etc. These previews are static in nature and do not change with respect to changing context. Therefore, they may not be particularly relevant to the receiver of the link. In this paper, we present a web service for generating intelligent previews in a chat application, which captures the local intent of the user from the chat content and uses it to display only relevant content extracted from the previewed URL. Since the user intent can change dynamically, our system generated previews are also dynamic, which change on the fly if it detects a change of topic being discussed in the current chat. We describe details of a prototype web service implementation, with three methods for preview generation based on TF-IDF and Word2Vec word embedding. We also present results of an evaluation using shared URLs from a private real-world chat group as well as a sample chat app with a few users to determine the accuracy of the preview generation system."
1351,"In this paper, we present a new SaaS (software as a service) design for employee job performance appraisals, SaaS-JPA. We use IoT and computer systems to collect data related to the daily works of employees. A semantic model is developed to guide the data collection process, facilitate data interpretation and interoperation, and enable big data analysis to make job performance appraisal decisions. We also propose two new performance assessment models: The similarity-based relative performance model and the revenue-based performance model. These performance models are enabled by the service technologies and big data analytics. Finally, we discuss the design of SaaS-JPA."
1352,"Reuse of service orchestrations or service compositions is extensively studied in the literature of process modeling. Sub-processes, process templates, process variants, and process reference models are employed as reusable elements for these purposes. The concept of process fragments has been previously introduced in order to capture parts of a process model and store them for later reuse. However, similar efforts on facilitating the reuse of processes that cross the boundaries of organizations expressed as service choreographies are not available yet. In this paper, we introduce the concept of choreography fragments as reusable elements for service choreography modeling. Choreography fragments can be extracted from choreography models, adapted, stored, and later inserted into new models. Based on a formal model for choreography fragments, we define methods and algorithms for the extraction and insertion of fragments from and into service choreographies. We then discuss an experimental and proof-of-concept evaluation of our proposal."
1353,"In this paper, we propose the concepts of virtual partner and inspector into the Web services composition. Virtual partner, as an IT level concept, is a Web service (pseudo Web service) using the same interface with the actual partner but different binding message. A virtual partner can be invoked directly by a business process described by BPEL, so that the BPEL programmer can test both application's functionality and non functionality performance early in the development cycle to avoid any problems in the final runtime, or test the selection of their partners in business level design. The IT virtual partners provide developers with a range of the techniques which let them explore every aspect of their program. Inspector is proposed when using the third-party process engine. An inspector itself is also a Web service. The programmer can register any required output information in it. The IT virtual partner and the inspector concepts have been integrated in our WSCE, a flexible Web Services Composition Environment for a business process. WSCE is a prototype of autonomic modeling and simulation environment. With the help of a third-party BPEL engine, it provides programmer with concepts and tools to facilitate business process programming."
1354,"This paper introduces the concept of temporal logic of actions (short for TLA), with which we can formally specify the behavior of a service, and compose Web services. The approach is demonstrated by an example. A services composition algorithm is presented."
1355,"The web service community has introduced many techniques to cope with the inability of WSDL to describe a service's behavior. Those techniques range from embedding more XML tags in WSDL, to generate formal behavioral models on top of WSDL. Apart from the efficiency of these techniques, a common problem is that they require manual efforts to model the behavior of a service, and often need informal documentation from service vendors to do so. In this paper, we propose a solution for the above problem by automatically extracting a service's behavior, directly from its WSDL document. Our approach is based on the utilization of particular WSDL elements, which are usually ignored by bottom-up approaches while generating a WSDL file. We illustrate our process in steps by taking a scenario from Amazon E-commerce Web Service. We also survey the issues with extracting the behavioral models, from the WSDLs of existing web services. Finally, we tested our automatically generated models by composing them together using our service composition framework."
1356,"WS-I's basic security profile (BSP) defines best practice guidelines for secure Web services communications, enabling interoperability between vendors. However it is difficult for developers to know if their SOA solutions are in fact compliant to these guidelines. In this paper, we discuss methods to assess compliance against BSP. We have implemented runtime validation of SOAP messages to check for compliance against BSP, a method implied by the BSP definition itself. Additionally, we have implemented a novel approach to statically validate WS security policies against BSP using Schematron. From our experiments dynamic validation for BSP compliance offers greater coverage but results in a significant overhead, while static validation is limited in its scope but extremely valuable since under reasonable assumptions it provides assurances about compliance prior to deployment. We conclude with a summation of our results and lessons for SOA practitioners."
1357,"Popularity of service-oriented computing makes more and more companies and organizations provide their services through Web Application Program Interfaces (Web APIs). The Web APIs are considered to offer a convenient way to integrate web services to client applications. However, the integration process is often challenging. For example, updated Web APIs may be no longer compatible with the current version of client applications, thus break the client applications. To help the integration process, it is of significant interest to understand the challenges that are encountered by client developers. Developer forums and Stack Overflow are commonly used by client developers to seek help from fellow peers. In this paper, we mine both developer forums and Stack Overflow to find the common challenges encountered by client developers. We perform an empirical study on 32 Web APIs with a total of 92,471 discussions. To extract topics from all discussions, we apply a topic modeling technique called Latent Dirichlet Allocation (LDA). The results show that on average five dominant topics can cover at least 50% of questions regarding each Web API. We further investigate how topics evolve across Web APIs, and find five patterns. As a summary, our findings highlight a list of dominant concerns and persistent concerns for each Web API that Web API providers should pay more attention to."
1358,"Mashup is a developer-centric technique which allows developers to compose existing Web services together to create innovative or consolidated web applications. However, the rapid growth in the number of services and the myriad of functionally similar services make it difficult for developers to select appropriate ones to develop new applications. Therefore, it is vital to recommend a set of suitable services for mashup creation based on functionalities of services and their relationships. To this end, we propose a service package recommendation approach for mashup development, which is based on mashup textual description mining to discover semantic relationships among services. Specifically, discourse analysis of computational linguistics is utilized to uncover the structures underneath mashups' functional specifications, then the semantic relationships between services can be learned from their appearances and the constructed structures in mashup specifications. Accordingly, we are able to recommend a package of services that can be used together with high compatibility for a new mashup to be developed. We evaluate our approach on a real-world dataset. Experimental results show that our approach achieves higher accuracy and outperforms other comparative ones."
1359,"In this paper we enhance the mediation approach for interoperability in dynamic manufacturing networks (DMN) by decreasing the number of iterations that should be performed in order to find the right adaptation function between an expected message and the incoming ones. Then, we define a deployment architecture for mediators in dynamic collaboration environments that better handles the changes that could occur at run-time. We then conduct a set of experiments that demonstrate the efficiency of the introduced approach and architecture."
1360,"Central to the notion of dynamic binding and loose coupling that underlie service-oriented architectures is dynamic service discovery. At the heart of most service discovery mechanisms is a matchmaking algorithm that matches a semantic query to a set of compatible web service advertisements. These advertisements also describe service semantics as a set of OWL-S terms. Most current matchmaking algorithms are based on semantic matching of input and output terms alone. However, a complete description of the service profile also includes preconditions and effects and in order to find a true match the matchmaker needs to match on these aspects of the advertisement as well. In this paper, we make the case for augmenting existing matchmaking algorithms with preconditions and effects in the context of Web Services. Further, we propose an algorithm for condition matching that is layered on the top of input-output term matching that overcomes the limitations of existing work. Although the problem of condition matching is NP-Complete, we can overcome this limitation by using a set of heuristics that gives us results in polynomial time. We also analyze complexity of the algorithm by comparing it with brute force approach of matching. We show that our algorithm yields results more efficiently than brute force matching but with the same accuracy."
1361,"Documentation of provenance, the process which was taken to create a particular data item, is critical within service oriented architectures where loose coupling between services and clients (actors) is employed. Such a process may involve interaction between multiple services, with each service being managed by a particular actor. The recording of actor state may provide critical contextual information regarding the state of a particular actor at a point during a client-service interaction, but is however typically left undocumented. We discuss the issues that are encountered with the automatic documentation of actor state and the types of resources which may be used to provide it. An architecture which allows monitoring tools to be related to user needs is presented and evaluated against a number of scenarios in a Web Services environment."
1362,"Provision of services within a virtual framework for resource sharing across institutional boundaries has become an active research area. Many such services encode access to computational and data resources, comprising single machines to computational clusters. Such services can also be informational, and integrate different resources within an institution. Consequently, we envision a service rich environment in the future, where service consumers are represented by intelligent agents. If interaction between agents is automated, it is necessary for these agents to be able to automatically discover services and choose between a set of equivalent (or similar) services. In such a scenario trust serves as a benchmark to differentiate between services. In this paper we introduce a novel framework for automated service discovery and selection of Web Services based on a user's trust policy. The framework is validated by a case study of data mining Web Services and is evaluated by an empirical experiment."
1363,"Object-level coherence in distributed applications and systems has been studied extensively. Object coherence in platform-specific and tightly-coupled systems is achieved with binary serialization protocols to ensure data structures and object graphs are safely transmitted, manipulated, and stored. On the opposite side of the spectrum are platform-neutral Web services that embrace XML as a serialization protocol for building loosely coupled systems. The advantages of XML to connect heterogeneous systems are plenty, but rendering programming-language specific data structures and object graphs in text form incurs a performance hit and presents challenges for systems that require object coherence. Achieving the latter goal poses difficulties by a phenomenon that is sometimes referred to as the ""impedance mismatch"" between programming language data types and XML schema types. This paper examines the problem, debunks the O/X-mismatch controversy, and presents a mix of static/dynamic algorithms for accurate XML serialization. Experimental results show that the implementation in C/C++ is efficient and competitive to binary protocols. Application of the approach to other programming languages, such as Java, is also discussed"
1364,"In this paper, we present WIP - Web service initiation protocol for multimedia and voice communication over IP. WIP is an entirely Web service based communication protocol, consisting of a set of Web service operations for initiating and establishing converged (e.g. multimedia, IM, voice, etc.) communication services over IP. It inherits the principle of separation signaling and media transmission of SIP (session initiation protocol); but it relies on a single Web service stack to provide a full featured communication signaling protocol. WIP opens a new paradigm of Web service based VoIP communication, which is extensible and can be easily integrated in end-to-end SOA solutions. The generic Web service approach used in WIP overcomes many limitations which would be otherwise difficult to achieve in non-Web service based communication methods used today. WIP is based on two-way, full duplex Web service interaction. The communication signaling establishment in WIP is through Web service interactions, and the media negotiation in WIP is modeled as a special Web service ""event"" subscription, which is fully extensible for various media needs. The signaling messages of WIP are encoded in the standard based SOAP message envelops which can be carried by multiple transport protocols, including HTTP. WIP supports both P2P (peer-to-peer) and B2B (back-to-back) broker mode communication services. A prototype research system has been implemented, and the results indicate that WIP, as a full Web service based communication protocol, is both feasible and advantageous"
1365,"As a result of recent trends in enhancing Service-Oriented Requirement Engineering (SORE) activities, a number of requirement specification methods have been proposed for fitting the reuse infrastructure in a Service-Oriented Architecture (SOA). The availability of different Requirement Engineering methods offers developers a range of options to choose from. However, most of existing research effort uses traditional Requirement Engineering methods in service-based application developments. During requirements specification, a reusable infrastructure of available web services is not considered at all. The risk is that atomic requirements do not always fit reusable services. As a result, the service composition is time-consuming and needs costly adaption. This paper therefore proposes a novel method by introducing service discovery in the early Requirement Engineering stages so as to guide the requirement decomposition process. Although several researchers have already recommended to involve service discovery in SORE, they do not focus on how to guide requirement decomposition. Our approach is implemented on top of the widely used goal-oriented approach. To this end, we leverage a semantic service discovery method as a means to act as a guide and sentinel in requirement elaboration. We demonstrate the requirement decomposition process by implementing a case study from the Business Traveling domain."
1366,"In the ocean dynamical environment real-time observing system of Taiwan Strait and adjacent maritime region, multiple observing data such as remote sensing data, structured data and so on are produced by the observing net from airspace, ocean surface, underwater space and ocean bottom. The data sharing and web service is a key part to influence the application efficiency of the whole system. According to the characteristics of the oceanic dynamical environment of Taiwan Strait, the construction scheme of the observing net is introduced in this paper firstly. Then the architecture of the observing data sharing and web service system is introduced, which includes five parts, i.e. the observing data acquiring module, the data integration module, the data processing and information production development module, and the data sharing and web service module. Next, the user classification system and service content classification are introduced. At last, the technology realization strategy and application in shipwreck salvation is introduced."
1367,"Cloud broker is an entity that manages the use, performance and delivery of cloud services and negotiates relationships between cloud providers and cloud consumers. In real life scenarios, automated cloud service brokering is often challenging because the service descriptions may involve complex constraints and require flexible semantic matching. Furthermore, cloud providers often use non-standard formats leading to semantic interoperability issues. In this paper, we formulate cloud service brokering under a service oriented framework, and propose a novel OWL-S based semantic cloud service discovery and selection system. The proposed system supports dynamic semantic matching of cloud services described with complex constraints. We consider a practical cloud service brokering scenario, and show with detailed illustration that our system is promising for real-life applications."
1368,"Semantic Web approaches are often used for Web service description, modeling, semantics discovery, capabilities matching, etc. However, as the primary querying tool for Semantic Web, SPARQL is yet to be deeply explored to support Semantic Web service composition. Therefore the description, modeling and composition of Semantic Web services are usually two-tier. This paper extends SPARQL to support path query, so that SPARQL is used in our service composition framework which finds the top-k shortest data flows that satisfy the user constraints. Experiment results on real-world Web service datasets exhibit its applicable performance compared with service compositions using other SPARQL engines/extensions."
1369,"In todays cloud market, providers are taking advantage of consumer reviews and ratings as a new marketing tool to establish their credibility. However, to achieve higher ratings, they need to enhance their service quality which comes with an additional cost. In this paper, we model this conflicting situation as a Stackelberg game between a typical service provider and multiple service users in a cloud environment. The strategy of the service provider is to adjust the price and IT capacity by predicting the users ratings as well as their demands variation in response to his given price, quality and rating. The game is solved through a backward induction procedure using Lagrange function and Kuhn-Tucker conditions. To evaluate the proposed model, we performed experiments on three real world service providers who have low, medium and high average of users' ratings, obtained from the Trust Feedback Dataset in the Cloud Armor project. The results show that improvement in ratings is mostly profitable for highly rated providers. The surprising point is that providers having low ratings do not get much benefit from increasing their average ratings, meanwhile, they can perform well when they lower the service price."
1370,"The increasing number of services available on the Web requires sophisticated mechanisms for the matchmaking, selection and composition of services based on business criteria. Such mechanisms require descriptions that address business terms, but existing approaches for the modeling of service properties are inadequate for expressing business conditions. In this paper, we propose a novel Service Description Language for Contract specification (SeDL-C). The proposal is based on a detailed analysis of business terms to identify the set of requirements a model and a language should fulfill. Formal syntax and semantics for SeDL-C are given."
1371,"Responding to social issues is very crucial because their impact can be significant to organizations or individuals. In this paper, we focus on proposing the method that identifies the personalized relevance of social issues to targets, such as individuals or organizations. To achieve this aim, we first collected trending social issues from Google Trends, microblog, and Internet news. Then, we obtained the well-structured document management system as a target domain that contains all activities regarding target objects. We applied the Term Frequency Inverse Document Frequency to obtain the personalized relevance weight of the social issue to a target."
1372,"Web services, with an emphasis on open standards and flexibility, can provide benefits over existing capital markets integration practices. However, Web services must first meet certain technical requirements including performance, security and so on. SOAP, based on Extensible Markup Language (XML), inherits not only the advantages of XML, but its relatively poor performance. This makes SOAP a poor choice for many high-performance Web services. In this paper, we propose a new approach to improve Web services performance. Focusing on avoiding traditional XML parsing and Java reflection at runtime, we create a service-specific SOAP processor to accelerate execution. Through our experiments in this paper, we observed that our approach obtained about a treble performance gain (maximum) by incorporating the SOAP processor into the SOAP engine"
1373,"Data intensive applications, e.g. in life sciences, pose new efficiency challenges to the service composition problem. Since today computing power is mainly increased by multiplication of CPU cores, algorithms have to be redesigned to benefit from this evolution. In this paper we present a framework for parallelizing service composition algorithms investigating how to partition the composition problem into multiple parallel threads. But in contrast to intuition, the straightforward parallelization techniques do not lead to superior performance as our baseline evaluation reveals. To harness the full power of multicore architectures, we propose two novel approaches to evenly distribute the workload in a sophisticated fashion. In fact, our extensive experiments on practical life science data resulted in an impressive speedup of over 300% using only 4 cores. Moreover, we show that our techniques can also benefit from all advanced pruning heuristics used in sequential algorithms."
1374,"Today, the choice for a particular programming language limits the alternative products that can be used to deploy the program. The purpose of this work is to break the strong ties between programming languages and runtime environments and thus make it possible to innovate at both ends independently. While this goal has been pursued in previous work, the specific focus of this work is on Web services and service-oriented architectures (SOAs); focusing on this domain and its particular properties makes it possible to achieve this goal with affordable efforts. The key idea is to introduce a Service Language Layer (SLL) which gives a high-level abstraction of a service-oriented program and which can easily and efficiently be executed on alternative Web services platforms."
1375,"Solving general real-life problems requires a set of appropriate services to be composed via planning, scheduled, and then executed. Web service composition is the most difficult aspect and is our focus. In this paper, we describe a new framework for intelligent semantic Web services that supports the planning and scheduling aspects by a combined HTN planner and CSP. The framework covers all of the procedures needed to deal with a user's request, including domain analysis of the request, task flow decisions and CSP creation by the planner, and solving the CSP by a distributed CSP solver"
1376,"Although reuse is the main goal of SOA, composing existing services to realize different user requirements is still a difficult and time-consuming task. Research on workflow templates and design patterns can facilitate reuse and assist with the service composition task. Nevertheless, workflow templates are too specific, whereas design patterns may be too abstract; their effectiveness in assisting the composition process may be limited. In this paper, we propose a comprehensive service pattern model that is more flexible than workflow/service templates while allowing systematic instantiation into the concrete workflows. It can help ease the composition process and enable flexible pattern-based reuse."
1377,"The challenge of optimally selecting services from a set of functionally appropriate ones under Quality of Service (QoS) constraints -- the Service Selection Problem -- has been extensively addressed in the literature based on deterministic parameters. In practice, however, Quality of Service QoS parameters rather follow a stochastic distribution. In the work at hand, we present an integrated approach which addresses the Service Selection Problem for complex workflows in conjunction with stochastic Quality of Service parameters. Accounting for penalty cost which accrue due to Quality of Service violations, our approach reduces the impact of stochastic QoS behavior on total cost significantly."
1378,"This paper presents a systematic literature review of end-user service composition. It reviews current activities performed by end users, and tools and approaches that enable them to compose and develop service systems from Web Services. The paper also highlights some key open research issues for the future."
1379,"This paper describes the graphical user interface design and implementation of LexOnt, a semi-automatic ontology creation tool. LexOnt is built as a Protégé plugin and uses the Programmable Web directory as its corpus. Current semi-automatic ontology creation systems are domain specific and rely on already structured text. LexOnt, on the other hand, is built specifically for those who are not experts within a domain, but want to understand the domain on a high-level and create an ontology that describes it. Using well-known NLP algorithms, LexOnt generates a list of top terms and phrases from the Programmable Web corpus to enable users to find high-level features that distinguish one Programmable Web service category from another. To also aid non-experts in a domain, LexOnt relies on outside sources such as Wikipedia and Wordnet to help the user identify the important terms within a service category. We describe the details of LexOnt's interactive interface that allows users to semi-automatically find top terms and phrases of a service domain and create ontology entities describing it with these features."
1380,"Ajax-based web applications are designed to mimic more traditional desktop applications and require quick response times from the underlying Web services. However, since availability and performance of Web services cannot be guaranteed, response time and overall performance of Ajax-based applications can vary. In this paper we describe a framework for developing autonomic self-healing Web service-based applications that rely on the notion of differentiated services (i.e., services that provide common behavior with variable quality of service) in order to maintain required performance characteristics. We present the expected impact of the framework through the use of a theoretical QN model, demonstrate the framework with an example, and provide an evaluation of the technique."
1381,"BPEL and similar languages have been provided a foundation for process-based implementation of composite Web services. These languages allow definition of orchestration processes without concrete binding information of involved partners. Although this approach facilitates customization of service discovery and selection before process execution, partner management during process execution has not been considered, such as rebinding of service providers upon events. In response to this problem, this study proposes a description model that facilitates runtime partner management in process-based services. The proposed model includes policy descriptions that allow insertion and customization of binding behavior according to surrounding environments and user preferences. The model also includes extensions in the standard process notation in order to allow process developers to give constraints to avoid adoption of inadequate policies as well as to define handlers to have common rebinding behavior reused. The proposed descriptions have been implemented and used in an agent framework for multimedia services."
